date,initiated_volume,proved_volume,finalized_volume,deposited_volume,daily_difference,cumulative_initiated,cumulative_proved,cumulative_finalized,cumulative_deposited
2024-03-25,3784332.3778360356,3699340.9612944354,3628008.5361916837,2363598.269641763,-1420734.1081942725,1179415110.5830395,1174195750.4106853,1171677878.0906117,94109661.02639605
2024-03-26,6695967.543690906,6612590.498338835,6451312.591346229,2976450.939484911,-3719516.604205995,1186111078.1267304,1180808340.9090242,1178129190.681958,97086111.96588096
2024-03-27,12564735.310450774,12436624.526862124,12385008.954582045,1829717.7471338315,-10735017.563316941,1198675813.4371812,1193244965.4358864,1190514199.63654,98915829.7130148
2024-03-28,9945965.869963212,9872555.758795744,9842645.840621514,1731341.990376798,-8214623.8795864135,1208621779.3071444,1203117521.1946821,1200356845.4771614,100647171.7033916
2024-03-29,9602970.137016345,9533107.60740874,9458792.143805865,2564737.7676085853,-7038232.36940776,1218224749.4441607,1212650628.802091,1209815637.6209674,103211909.47100018
2024-03-30,26351746.50337902,26013211.11646811,25897711.33752599,4234847.216853377,-22116899.286525644,1244576495.9475398,1238663839.918559,1235713348.9584935,107446756.68785356
2024-03-31,41426694.81311079,41200743.131416865,41073607.09031034,3205540.211371849,-38221154.601738945,1286003190.7606506,1279864583.0499759,1276786956.0488038,110652296.89922541
2024-04-01,11968376.770830676,11868345.61315325,11819627.158525962,2005140.7507725046,-9963236.020058172,1297971567.5314813,1291732928.663129,1288606583.2073298,112657437.64999792
2024-04-02,9411248.994479146,9214667.573305536,9076693.587738406,1492370.331196942,-7918878.663282204,1307382816.5259604,1300947596.2364347,1297683276.7950683,114149807.98119487
2024-04-03,12097365.244105002,12039584.60833964,11932569.70283999,1313983.8448573695,-10783381.399247631,1319480181.7700655,1312987180.8447742,1309615846.4979084,115463791.82605223
2024-04-04,11484350.271056075,11409769.14354055,11335314.461398399,1151206.2542493094,-10333144.016806765,1330964532.0411217,1324396949.9883149,1320951160.9593067,116614998.08030154
2024-04-05,5319576.200956301,5282148.071587037,5217241.67358389,982205.9258065246,-4337370.275149777,1336284108.242078,1329679098.059902,1326168402.6328907,117597204.00610806
2024-04-06,4988999.662301556,4896912.940156953,4886174.366821265,1259793.4455574772,-3729206.2167440793,1341273107.9043796,1334576011.000059,1331054576.999712,118856997.45166554
2024-04-07,25002608.821564626,24898851.118681233,24773226.6929683,1512668.3304195758,-23489940.491145052,1366275716.7259443,1359474862.11874,1355827803.6926804,120369665.7820851
2024-04-08,16218185.482961684,16104765.492226016,15901893.730989445,1888558.166335211,-14329627.316626474,1382493902.208906,1375579627.6109662,1371729697.4236698,122258223.94842032
2024-04-09,12347480.415534396,12307088.133355202,12176797.644695383,1061090.1773662055,-11286390.238168191,1394841382.6244404,1387886715.7443213,1383906495.068365,123319314.12578653
2024-04-10,26656177.172138065,26563592.188362546,26302728.14602958,1300387.3027510548,-25355789.869387012,1421497559.7965784,1414450307.932684,1410209223.2143946,124619701.42853758
2024-04-11,8840122.25794107,8729600.812271692,8601530.464883327,1108045.4652793305,-7732076.792661739,1430337682.0545194,1423179908.7449555,1418810753.679278,125727746.8938169
2024-04-12,16617774.35467362,16556232.76111911,16262452.617162557,1007913.3334347566,-15609861.021238863,1446955456.409193,1439736141.5060747,1435073206.2964404,126735660.22725166
2024-04-13,17076615.041543983,17039788.751552,16777621.72932088,1070338.022972694,-16006277.01857129,1464032071.450737,1456775930.2576268,1451850828.0257611,127805998.25022435
2024-04-14,12685440.445934514,12598750.047262846,12371856.146109832,700874.4556572584,-11984565.990277255,1476717511.8966715,1469374680.3048897,1464222684.171871,128506872.70588161
2024-04-15,11394021.228354374,11364851.851234525,11124158.022622393,734240.752041291,-10659780.476313083,1488111533.125026,1480739532.156124,1475346842.1944933,129241113.4579229
2024-04-16,8383794.88940372,8237567.274391187,7611341.670570279,808763.6188390728,-7575031.270564647,1496495328.0144298,1488977099.4305153,1482958183.8650637,130049877.07676198
2024-04-17,15732742.466060452,15661116.429118957,1759331.6420543734,799355.131525336,-14933387.334535116,1512228070.4804902,1504638215.8596342,1484717515.507118,130849232.20828731
2024-04-18,9171754.28573394,9111028.389458,13067.105283715902,693097.0546318188,-8478657.231102122,1521399824.7662241,1513749244.249092,1484730582.6124017,131542329.26291913
2024-04-19,16271386.76618102,16158165.182493595,6248.442815996254,750988.8365664519,-15520397.929614568,1537671211.5324051,1529907409.4315858,1484736831.0552177,132293318.09948558
2024-04-20,7744147.162976589,7685540.43820478,4715.5788039957615,793194.4824369691,-6950952.68053962,1545415358.6953816,1537592949.8697906,1484741546.6340218,133086512.58192255
2024-04-21,31113225.537190173,30957924.812031966,16262.655079998543,1151277.4619638247,-29961948.075226348,1576528584.2325718,1568550874.6818225,1484757809.2891018,134237790.04388636
2024-04-22,9304564.740810715,9097853.44671656,100489.20177299237,897349.142157959,-8407215.598652756,1585833148.9733825,1577648728.128539,1484858298.4908748,135135139.18604434
2024-04-23,6707166.938171365,6450585.971632317,13519.847804995183,772135.4483336563,-5935031.489837709,1592540315.9115539,1584099314.1001713,1484871818.3386798,135907274.634378
2024-04-24,2277775.523549243,16791.686999997462,9366.216199999539,355527.9930458124,-1922247.5305034304,1594818091.4351032,1584116105.7871714,1484881184.55488,136262802.6274238
2024-04-25,1314.136920622,0.0,0.028137,0.0,-1314.136920622,1594819405.5720239,1584116105.7871714,1484881184.5830169,136262802.6274238
2024-05-15,801578.1336852596,799357.0938617217,799189.3240066342,68164.04706642509,-733414.0866188345,1595620983.7057092,1584915462.8810332,1485680373.9070234,136330966.6744902
2024-05-16,12119406.70848349,12082689.983235566,12081689.621652303,1028340.0589325118,-11091066.649550978,1607740390.4141927,1596998152.8642688,1497762063.5286758,137359306.73342273
2024-05-17,12797964.320209656,12764719.612076666,12760108.109498773,833762.9972155633,-11964201.322994092,1620538354.7344024,1609762872.4763455,1510522171.6381745,138193069.7306383
2024-05-18,13190927.546404332,13178185.667559257,13176777.324473469,944158.4647182258,-12246769.081686106,1633729282.2808068,1622941058.1439047,1523698948.962648,139137228.19535652
2024-05-19,1421631.5351087565,1409714.5600300417,1407772.6107135,874179.8169361978,-547451.7181725587,1635150913.8159156,1624350772.7039347,1525106721.5733614,140011408.0122927
2024-05-20,72112.29522484352,67767.9624078752,67260.78999188892,373945.95609891403,301833.6608740705,1635223026.1111405,1624418540.6663425,1525173982.3633533,140385353.96839163
2024-06-25,42826.50623995294,40402.947039944964,39932.25227995356,35769.63752905489,-7056.868710898052,1635265852.6173804,1624458943.6133823,1525213914.6156332,140421123.60592067
2024-06-26,1812916.8394519822,1811537.9350561518,1810111.701156168,66928.88264845825,-1745987.956803524,1637078769.4568324,1626270481.5484385,1527024026.3167894,140488052.48856914
2024-06-27,4997044.225166276,4995939.121327427,4995731.875028371,81241.0149152857,-4915803.21025099,1642075813.6819987,1631266420.669766,1532019758.1918178,140569293.50348443
2024-06-28,40027.927978719345,38063.705964017536,37914.374314022076,42167.0398036519,2139.111824932552,1642115841.6099775,1631304484.37573,1532057672.5661318,140611460.54328808
2024-06-29,1857449.1154699612,1856744.6142582241,1855717.305433231,43210.03765914941,-1814239.0778108118,1643973290.7254474,1633161228.9899883,1533913389.871565,140654670.58094722
2024-06-30,402022.97993771057,399587.9548550955,397501.8124250764,46248.166743226764,-355774.8131944838,1644375313.7053852,1633560816.9448435,1534310891.6839902,140700918.74769044
2024-07-01,2935933.366458061,2935367.3093545334,2934844.9172459533,57490.39988587069,-2878442.9665721906,1647311247.0718434,1636496184.254198,1537245736.601236,140758409.1475763
2024-07-02,2184852.3412061776,2184428.280923702,2184353.067923712,59358.34868186267,-2125493.992524315,1649496099.4130495,1638680612.5351217,1539430089.66916,140817767.49625817
2024-07-03,16629.740031847134,16553.856031846863,16466.93153184686,16433.00433607016,-196.73569577697344,1649512729.1530814,1638697166.3911536,1539446556.6006918,140834200.50059423
2024-07-08,1015820.3380129694,1015593.5266731668,1015275.269573298,49638.44555058016,-966181.8924623892,1650528549.4910944,1639712759.9178267,1540461831.870265,140883838.94614482
2024-07-09,10065923.034115195,10064022.217541458,10065272.609847886,66261.81889699252,-9999661.215218203,1660594472.5252094,1649776782.135368,1550527104.4801128,140950100.7650418
2024-07-10,554575.0940137573,551029.304673782,551486.7302738222,61950.14600425429,-492624.948009503,1661149047.619223,1650327811.4400418,1551078591.2103865,141012050.91104606
2024-07-11,1561452.5667804154,1559835.0942185584,1559643.9209673088,42792.37976394951,-1518660.187016466,1662710500.1860034,1651887646.5342603,1552638235.1313539,141054843.29081002
2024-07-12,3507222.199277959,3506895.4801379563,3506564.55613801,57895.07767382729,-3449327.1216041315,1666217722.3852813,1655394542.0143983,1556144799.687492,141112738.36848384
2024-07-13,35663.57709961396,34977.44657831372,34954.448978312284,48475.09490849795,12811.51780888399,1666253385.962381,1655429519.4609766,1556179754.1364703,141161213.46339235
2024-07-14,2614062.2133975453,2614047.4375156797,2613540.690995666,33139.31112143729,-2580922.902276108,1668867448.1757784,1658043566.8984923,1558793294.827466,141194352.77451378
2024-07-15,1200655.3274745196,1194938.9032166437,1187051.1768167233,51951.98070756867,-1148703.346766951,1670068103.503253,1659238505.801709,1559980346.0042827,141246304.75522134
2024-07-16,4185636.0712565403,4182656.734557056,4182495.914556906,62661.11462605819,-4122974.956630482,1674253739.5745096,1663421162.536266,1564162841.9188397,141308965.8698474
2024-07-17,3464399.3414249173,3463418.0367067065,3462914.8737063785,51237.925357187385,-3413161.41606773,1677718138.9159346,1666884580.5729728,1567625756.792546,141360203.79520458
2024-07-18,2282924.412866874,2282724.3150063413,2282367.40322643,77064.16957897026,-2205860.2432879037,1680001063.3288014,1669167304.887979,1569908124.1957724,141437267.96478355
2024-07-19,5077592.411386052,5077371.125602643,5077334.499503153,97083.35423029489,-4980509.057155757,1685078655.7401874,1674244676.0135818,1574985458.6952755,141534351.31901383
2024-07-20,3151748.210883138,3148733.3412864264,3148733.3412864264,80018.00550945295,-3071730.205373685,1688230403.9510705,1677393409.3548682,1578134192.036562,141614369.3245233
2024-07-21,6365427.154362902,6364447.676135626,6363797.649606475,117644.58570920033,-6247782.568653702,1694595831.1054335,1683757857.0310037,1584497989.6861684,141732013.9102325
2024-07-22,13575871.7201075,13572411.026333379,13572398.771083513,125312.44053478674,-13450559.279572712,1708171702.825541,1697330268.057337,1598070388.457252,141857326.3507673
2024-07-23,8119796.650216435,8118685.721015342,8118663.685014661,173757.17036355438,-7946039.47985288,1716291499.4757574,1705448953.7783525,1606189052.1422668,142031083.52113086
2024-07-24,11006214.434905652,10959574.809310889,10959115.31131132,134305.6763434551,-10871908.758562196,1727297713.9106631,1716408528.5876634,1617148167.453578,142165389.1974743
2024-07-25,3387739.0612012814,3387665.601617498,3387562.786097837,89164.74531889416,-3298574.315882387,1730685452.9718645,1719796194.189281,1620535730.2396758,142254553.9427932
2024-07-26,3441640.242960096,3440929.557324934,3403957.6195015353,77703.804982126,-3363936.4379779696,1734127093.2148247,1723237123.7466059,1623939687.8591774,142332257.74777532
2024-07-27,1832207.1777250539,1830571.7391409553,1828784.2534409803,74732.85086591475,-1757474.3268591391,1735959300.3925498,1725067695.4857469,1625768472.1126184,142406990.59864122
2024-07-28,2814433.856259776,2803947.6516254824,2803903.5258249994,91897.65072767597,-2722536.2055321,1738773734.2488096,1727871643.1373723,1628572375.6384435,142498888.2493689
2024-07-29,2814411.343615486,2814097.5664383457,2813849.459238625,111803.06655162257,-2702608.2770638634,1741588145.592425,1730685740.7038107,1631386225.097682,142610691.31592053
2024-07-30,9407446.472628066,9405628.137119815,9405537.82375069,85215.97434912686,-9322230.49827894,1750995592.0650532,1740091368.8409305,1640791762.9214327,142695907.29026967
2024-07-31,3560962.6930457037,3560011.527741582,3557098.3213417064,89496.0663070702,-3471466.6267386335,1754556554.7580988,1743651380.3686721,1644348861.2427745,142785403.35657674
2024-08-01,8506856.214756971,8506137.688177405,8505905.107777935,132996.91064679922,-8373859.304110172,1763063410.9728558,1752157518.0568495,1652854766.3505523,142918400.26722354
2024-08-02,2219331.372603944,2219187.4009468327,2219160.120946847,85089.54459241274,-2134241.8280115314,1765282742.3454597,1754376705.4577963,1655073926.4714992,143003489.81181595
2024-08-03,6856968.309943414,6855363.693926449,6852235.9293452045,128812.72532529318,-6728155.584618121,1772139710.6554031,1761232069.1517227,1661926162.4008443,143132302.53714123
2024-08-04,766130.361977644,766002.487037717,765891.1831376003,45171.54118142302,-720958.820796221,1772905841.0173807,1761998071.6387603,1662692053.583982,143177474.07832265
2024-08-05,1752413.4277931196,1750867.0232680298,1750214.2628779237,71493.19665523311,-1680920.2311378864,1774658254.4451737,1763748938.6620283,1664442267.84686,143248967.2749779
2024-08-06,1316741.7978910466,1315421.5727681913,1313149.2467681523,34664.71437412548,-1282077.0835169211,1775974996.2430649,1765064360.2347965,1665755417.0936282,143283631.98935202
2024-08-07,3504544.4693808625,3503898.471685874,3502817.3866872624,40245.32724182419,-3464299.1421390385,1779479540.7124457,1768568258.7064824,1669258234.4803154,143323877.31659386
2024-08-08,5514304.583786639,5514263.293460583,5514255.694960583,35616.18784378156,-5478688.3959428575,1784993845.2962325,1774082521.999943,1674772490.175276,143359493.50443763
2024-08-09,336348.81815220177,335855.5169444975,335822.55409717653,28975.38687725514,-307373.4312749466,1785330194.1143847,1774418377.5168874,1675108312.7293732,143388468.8913149
2024-08-10,1630024.2175122348,1629507.4603663415,1629186.5560411522,52198.86195320772,-1577825.355559027,1786960218.3318968,1776047884.9772537,1676737499.2854145,143440667.7532681
2024-08-11,6077008.255302441,6076254.602641783,6076226.0691309525,84618.5806259097,-5992389.674676532,1793037226.5871992,1782124139.5798955,1682813725.3545454,143525286.333894
2024-08-12,7576674.588424923,7576665.672705247,7576605.964705122,147269.36242234107,-7429405.226002581,1800613901.1756241,1789700805.2526007,1690390331.3192506,143672555.69631636
2024-08-13,2544547.7093141284,2544533.3399477564,2544489.310267966,62257.203411838804,-2482290.5059022894,1803158448.8849382,1792245338.5925484,1692934820.6295185,143734812.8997282
2024-08-14,18133222.161443893,18132652.173047177,18130984.42208042,238139.1739258609,-17895082.98751803,1821291671.0463822,1810377990.7655954,1711065805.051599,143972952.07365406
2024-08-15,798617.6005151543,798600.2806251367,798533.129625192,29569.48500405974,-769048.1155110946,1822090288.6468973,1811176591.0462205,1711864338.181224,144002521.55865812
2024-08-16,8168910.767968006,8168724.971349453,8168683.971619198,48558.5996618629,-8120352.168306144,1830259199.4148653,1819345316.01757,1720033022.1528432,144051080.15831998
2024-08-17,1376052.7500522325,1375586.555038256,1375029.1907262253,29857.073236948287,-1346195.6768152842,1831635252.1649175,1820720902.5726082,1721408051.3435695,144080937.23155692
2024-08-18,10146560.682285704,10146445.215904443,10146445.215904443,132721.23781334588,-10013839.444472358,1841781812.8472033,1830867347.7885127,1731554496.559474,144213658.46937028
2024-08-19,4840485.778707277,4838637.086546709,4838560.478546591,56774.6188477475,-4783711.15985953,1846622298.6259105,1835705984.8750594,1736393057.0380206,144270433.08821803
2024-08-20,6188192.332869869,6188057.844669796,6188012.636430074,72125.49381740697,-6116066.839052462,1852810490.9587803,1841894042.7197292,1742581069.6744506,144342558.58203545
2024-08-21,9414063.684165265,9411457.651487978,9411411.252988894,91508.50891606922,-9322555.175249197,1862224554.6429455,1851305500.3712173,1751992480.9274395,144434067.09095153
2024-08-22,2818123.133623918,2817436.477783769,2816959.609993825,44960.08196282624,-2773163.051661092,1865042677.7765694,1854122936.849001,1754809440.5374334,144479027.17291436
2024-08-23,3732356.9106349987,3732293.0947007835,3732115.9796507014,48525.992046886284,-3683830.9185881126,1868775034.6872044,1857855229.9437017,1758541556.5170841,144527553.16496125
2024-08-24,57902.583847714406,57392.86898572871,57214.67948363734,30388.6224645521,-27513.961383162306,1868832937.2710521,1857912622.8126874,1758598771.1965678,144557941.7874258
2024-08-25,6343030.485146703,6340662.14751562,6340600.201594776,30097.088575452468,-6312933.396571251,1875175967.756199,1864253284.960203,1764939371.3981626,144588038.87600124
2024-08-26,459624.20906287746,459361.7329663602,459018.3239663635,32570.584488631794,-427053.62457424565,1875635591.9652617,1864712646.6931694,1765398389.7221289,144620609.46048987
2024-08-27,3017768.4175807177,3016998.004001214,3016637.8048017574,59029.79139598204,-2958738.6261847354,1878653360.3828423,1867729644.6971705,1768415027.5269306,144679639.25188586
2024-08-28,4110077.9434907176,4108519.2858098904,4107192.320768327,35316.553628680944,-4074761.389862037,1882763438.326333,1871838163.9829805,1772522219.847699,144714955.80551454
2024-08-29,1344231.037199729,1344075.2606099502,1344006.6779226153,38933.91471240638,-1305297.1224873224,1884107669.3635328,1873182239.2435904,1773866226.5256217,144753889.72022694
2024-08-30,3957423.2200801386,3957333.9793622866,3957281.503442439,70158.8883182264,-3887264.3317619124,1888065092.583613,1877139573.2229526,1777823508.0290642,144824048.60854518
2024-08-31,3056693.021550877,3055734.5595079754,3055460.783983534,67395.73196228547,-2989297.2895885915,1891121785.6051638,1880195307.7824607,1780878968.8130476,144891444.34050748
2024-09-01,5377097.470388011,5374487.7207733095,5374425.468972413,99838.1761041647,-5277259.294283846,1896498883.0755517,1885569795.503234,1786253394.28202,144991282.51661164
2024-09-02,5068989.801333716,5068657.36143334,5068418.477283489,74157.38001854662,-4994832.42131517,1901567872.8768854,1890638452.8646672,1791321812.7593036,145065439.89663017
2024-09-03,2872521.14071014,2860393.318832345,2858824.0195369907,96593.48151581391,-2775927.659194326,1904440394.0175955,1893498846.1834996,1794180636.7788405,145162033.378146
2024-09-04,5497220.557441768,5456064.597428092,5456041.234928256,68467.25512122457,-5428753.302320544,1909937614.5750372,1898954910.7809277,1799636678.013769,145230500.63326722
2024-09-05,3692430.0765459426,3691374.728947005,3690415.1012921757,42440.77521839288,-3649989.30132755,1913630044.6515832,1902646285.5098746,1803327093.115061,145272941.40848562
2024-09-06,2602474.36107302,2602438.996286057,2602169.2962862514,38450.07064399306,-2564024.290429027,1916232519.0126562,1905248724.5061607,1805929262.4113474,145311391.4791296
2024-09-07,3414752.1366966763,3414542.110829057,3414528.3481941316,22352.356271130564,-3392399.7804255458,1919647271.1493528,1908663266.6169899,1809343790.7595415,145333743.83540073
2024-09-08,4173025.179867821,4172527.306800093,4172160.5634801188,40194.92304302398,-4132830.256824797,1923820296.3292205,1912835793.92379,1813515951.3230217,145373938.75844374
2024-09-09,4184356.7188332304,4184165.017532647,4181404.954772585,36557.54077437704,-4147799.1780588534,1928004653.0480537,1917019958.9413226,1817697356.2777941,145410496.29921812
2024-09-10,1397279.4196983958,1397036.0846251778,1396845.1312250823,23886.871867645437,-1373392.5478307502,1929401932.4677522,1918416995.0259478,1819094201.4090192,145434383.17108577
2024-09-11,5404881.812607282,5404282.714174823,5404000.696087658,35720.54832679478,-5369161.264280487,1934806814.2803595,1923821277.7401226,1824498202.1051068,145470103.71941257
2024-09-12,3188983.2633081833,3187980.2185969977,3187959.401596828,72444.77950415343,-3116538.48380403,1937995797.5436678,1927009257.9587195,1827686161.5067036,145542548.49891672
2024-09-13,7153.167280565595,6568.7575305653745,6316.406154965475,52866.25697138249,45713.089690816894,1938002950.7109485,1927015826.71625,1827692477.9128585,145595414.7558881
2024-09-14,9263.675940000472,8448.410940000555,8343.185940000338,17831.835145752306,8568.159205751834,1938012214.3868885,1927024275.1271899,1827700821.0987985,145613246.59103385
2024-09-15,77252.33496640425,77169.31744821648,77087.65144821517,8526.754819088697,-68725.58014731554,1938089466.721855,1927101444.444638,1827777908.7502468,145621773.34585294
2024-09-16,79240.3781472668,78937.45904700867,78768.2926470082,13251.657328935904,-65988.7208183309,1938168707.1000023,1927180381.903685,1827856677.042894,145635025.00318187
2024-09-17,3838178.7412572494,3837995.7800223427,3837863.1200222815,74865.94790935588,-3763312.7933478933,1942006885.8412595,1931018377.6837075,1831694540.1629162,145709890.95109123
2024-09-18,5936599.618703717,5936540.824169028,5936472.175319155,72098.74723404524,-5864500.871469672,1947943485.459963,1936954918.5078764,1837631012.3382354,145781989.69832528
2024-09-19,7113405.0615565535,7113026.474045254,7112974.862045212,60219.58163388074,-7053185.479922673,1955056890.5215197,1944067944.9819217,1844743987.2002807,145842209.27995917
2024-09-20,1687454.680215222,1687317.3804153379,1683809.3414153028,30029.745338157147,-1657424.934877065,1956744345.2017348,1945755262.362337,1846427796.541696,145872239.02529734
2024-09-21,675.6823047591972,568.0460299663497,529.2995599663607,7476.494022332919,6800.811717573722,1956745020.8840396,1945755830.4083672,1846428325.8412561,145879715.51931968
2024-09-22,214267.08344134723,213494.40446014563,213379.24546016025,9579.125952925226,-204687.95748842202,1956959287.967481,1945969324.8128273,1846641705.0867164,145889294.6452726
2024-09-23,614699.5409243258,614034.9291875185,614010.4931875201,15195.710718866067,-599503.8302054597,1957573987.5084052,1946583359.742015,1847255715.5799038,145904490.35599148
2024-09-24,390678.3310517123,390477.219282258,390068.6780322372,14356.080741062557,-376322.25031064975,1957964665.839457,1946973836.961297,1847645784.257936,145918846.43673253
2024-09-25,151842.69934817104,151514.8577481676,151475.86274817254,21113.820222716633,-130728.8791254544,1958116508.5388052,1947125351.8190453,1847797260.1206841,145939960.25695524
2024-09-26,6049.815681047962,4855.018989000312,4795.430894000424,28685.00500194327,22635.189320895308,1958122558.3544862,1947130206.8380344,1847802055.551578,145968645.26195717
2024-09-27,873405.0092377191,873318.6402577193,871053.6402577193,21149.909983759288,-852255.0992539598,1958995963.363724,1948003525.4782922,1848673109.1918359,145989795.17194092
2024-09-28,815615.9799016446,815159.6695517125,815094.7140517108,14383.99351737284,-801231.9863842718,1959811579.3436255,1948818685.1478438,1849488203.9058876,146004179.1654583
2024-09-29,147400.38841893646,146571.92622958584,145693.14106507497,21082.58592850118,-126317.80249043528,1959958979.7320445,1948965257.0740733,1849633897.0469527,146025261.7513868
2024-09-30,906476.3035015222,905991.6755500254,905499.2273000008,47979.8396640312,-858496.463837491,1960865456.035546,1949871248.7496233,1850539396.2742527,146073241.59105083
2024-10-01,548993.7660701458,548846.1811969578,548680.3011969579,29915.479031879233,-519078.28703826654,1961414449.8016162,1950420094.9308202,1851088076.5754497,146103157.07008272
2024-10-02,89741.26869348797,89727.95201898084,87957.4229070219,21187.490614202867,-68553.77807928511,1961504191.0703096,1950509822.8828392,1851176033.9983568,146124344.56069693
2024-10-03,3885.2087774354973,3761.3874687361745,2982.5111647360263,26698.997173424163,22813.788395988664,1961508076.279087,1950513584.270308,1851179016.5095215,146151043.55787036
2024-10-04,214904.47683817658,214033.14273814744,211803.33512233477,32651.679844565875,-182252.7969936107,1961722980.7559252,1950727617.4130461,1851390819.8446438,146183695.23771492
2024-10-05,2669.3563506250603,2512.5982106247297,1894.5013999999271,15024.477687418375,12355.121336793316,1961725650.1122758,1950730130.0112567,1851392714.3460438,146198719.71540233
2024-10-06,170707.9096299141,170572.87468591833,170540.23468591826,11502.85944069627,-159205.0501892178,1961896358.0219057,1950900702.8859427,1851563254.5807297,146210222.57484302
2024-10-07,20954.465786610606,18402.339310775515,9846.45076077672,34387.57810413547,13433.112317524865,1961917312.4876924,1950919105.2252536,1851573101.0314906,146244610.15294716
2024-10-08,418921.5991575895,417254.8699318783,415320.34850017144,29186.6527504718,-389734.9464071177,1962336234.08685,1951336360.0951855,1851988421.3799908,146273796.80569762
2024-10-09,144218.12494183276,143889.15950418648,142725.47533829848,23921.009609907793,-120297.11533192497,1962480452.2117918,1951480249.2546897,1852131146.855329,146297717.81530753
2024-10-10,307323.88475498377,306355.6028049969,305094.5168049961,18522.794805676993,-288801.0899493068,1962787776.0965466,1951786604.8574946,1852436241.372134,146316240.6101132
2024-10-11,141361.65092063375,140617.96408132053,176.71565108999786,19587.530602941526,-121774.12031769223,1962929137.7474673,1951927222.8215759,1852436418.087785,146335828.14071614
2024-10-12,1349.114007617318,616.8884833711941,0.0,18620.06865835402,17270.9546507367,1962930486.861475,1951927839.7100592,1852436418.087785,146354448.2093745
2024-10-13,142508.50735380943,141710.89268646395,0.0,13706.40893786256,-128802.09841594686,1963072995.3688288,1952069550.6027455,1852436418.087785,146368154.61831236
2024-10-14,1440440.1174688924,1439430.8093199607,0.0,26361.93119464427,-1414078.1862742482,1964513435.4862976,1953508981.4120655,1852436418.087785,146394516.549507
2024-10-15,1885532.0259143556,1885171.4696161945,0.0,33101.879526845354,-1852430.1463875102,1966398967.512212,1955394152.8816817,1852436418.087785,146427618.42903385
2024-10-16,224305.04315603472,224061.1684912431,0.0,15000.422227061148,-209304.62092897357,1966623272.5553682,1955618214.0501728,1852436418.087785,146442618.8512609
2024-10-17,192040.6904654059,192008.26027670773,0.0,5839.526391587485,-186201.16407381842,1966815313.2458336,1955810222.3104496,1852436418.087785,146448458.3776525
2024-10-18,1519224.1825514145,1253740.381683832,0.0,55259.45106612225,-1463964.7314852923,1968334537.428385,1957063962.6921334,1852436418.087785,146503717.82871863
